UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,LOCALE2,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,PRGMOFR,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,MDCOST_ALL,MDEARN_ALL,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,MD_EARN_WNE_P10,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,won,lost,tied,notes,win_percentage
228459,00361500,Texas State University,San Marcos,2018,34187.0,1,1,4,6,,,,0.3665,8000.0,0.7622,,780.0,9660.0,8570.0,2410.0,3500.0,1.0,,,0.5769,0.4231,0.7778,1109.0,23.0,0.7714,0.5547,,10280.0,21900.0,0.4442,0.0987,0.3847,0.0245,2.0,3.0,9.0,,,0.25
228875,00363600,Texas Christian University,Fort Worth,2018,9407.0,1,1,4,6,,,,0.1389,11766.0,0.9959,,950.0,12804.0,12804.0,4980.0,4980.0,1.0,,,0.5886,0.4114,0.4073,1287.0,28.0,0.9153,0.8254,,46950.0,46950.0,0.6929,0.0571,0.1404,0.0301,2.0,7.0,6.0,,,0.5384615384615384
229115,00364400,Texas Tech University,Lubbock,2018,30795.0,1,1,4,6,,,,0.281,9228.0,0.8903,,1200.0,9772.0,9772.0,4420.0,4420.0,1.0,,,0.4656,0.5344,0.7067,1175.0,25.0,0.8496,0.6008,,9080.0,19040.0,0.5487,0.0651,0.2954,0.0293,2.0,10.0,4.0,,,0.7142857142857143
229115,00364400,Texas Tech University,Lubbock,2018,30795.0,1,1,4,6,,,,0.281,9228.0,0.8903,,1200.0,9772.0,9772.0,4420.0,4420.0,1.0,,,0.4656,0.5344,0.7067,1175.0,25.0,0.8496,0.6008,,9080.0,19040.0,0.5487,0.0651,0.2954,0.0293,2.0,1.0,11.0,,,0.08333333333333333
229115,00364400,Texas Tech University,Lubbock,2018,30795.0,1,1,4,6,,,,0.281,9228.0,0.8903,,1200.0,9772.0,9772.0,4420.0,4420.0,1.0,,,0.4656,0.5344,0.7067,1175.0,25.0,0.8496,0.6008,,9080.0,19040.0,0.5487,0.0651,0.2954,0.0293,2.0,9.0,4.0,,,0.6923076923076923
229115,00364400,Texas Tech University,Lubbock,2018,30795.0,1,1,4,6,,,,0.281,9228.0,0.8903,,1200.0,9772.0,9772.0,4420.0,4420.0,1.0,,,0.4656,0.5344,0.7067,1175.0,25.0,0.8496,0.6008,,9080.0,19040.0,0.5487,0.0651,0.2954,0.0293,2.0,5.0,7.0,,,0.4166666666666667
229115,00364400,Texas Tech University,Lubbock,2018,30795.0,1,1,4,6,,,,0.281,9228.0,0.8903,,1200.0,9772.0,9772.0,4420.0,4420.0,1.0,,,0.4656,0.5344,0.7067,1175.0,25.0,0.8496,0.6008,,9080.0,19040.0,0.5487,0.0651,0.2954,0.0293,2.0,6.0,5.0,,(Div II play not counted),0.5454545454545454
230038,00367000,Brigham Young University,Provo,2018,31441.0,1,1,4,7,,,,0.3748,10974.0,0.7104,,848.0,7628.0,7628.0,4680.0,4680.0,1.0,,,0.4974,0.5026,0.6447,1324.0,29.0,0.8801,0.8644,,5620.0,5620.0,0.8141,0.0051,0.0634,0.0201,2.0,7.0,6.0,,,0.5384615384615384
230728,00367700,Utah State University,Logan,2018,21658.0,1,1,4,7,,,,0.3515,9214.0,0.955,,850.0,7520.0,8324.0,3996.0,3996.0,1.0,,,0.5347,0.4653,0.8905,1201.0,25.0,0.7255,0.4959,,8138.0,22316.0,0.8232,0.0086,0.0608,0.0104,2.0,11.0,2.0,,,0.8461538461538461
230764,00367500,University of Utah,Salt Lake City,2018,23396.0,1,1,4,7,,,,0.2777,10727.0,0.9366,,1288.0,10262.0,10980.0,3700.0,3700.0,1.0,,,0.467,0.533,0.6686,1236.0,26.0,0.8858,0.695,,9222.0,29215.0,0.6807,0.0134,0.129,0.058,2.0,9.0,5.0,,,0.6428571428571429
232557,02053000,Liberty University,Lynchburg,2018,45370.0,1,1,4,5,,,,0.4449,6368.0,0.3928,,1251.0,10217.0,8336.0,6023.0,6761.0,1.0,,,0.5823,0.4177,0.5554,1133.0,25.0,0.8184,0.4981,,22584.0,22584.0,0.5219,0.1076,0.056,0.0128,2.0,6.0,6.0,,,0.5
232982,00372800,Old Dominion University,Norfolk,2018,19194.0,1,1,4,5,,,,0.3976,8428.0,0.9481,,1300.0,11620.0,11620.0,2976.0,2976.0,1.0,,,0.5559,0.4441,0.8699,1093.0,21.0,0.7866,0.5159,,10560.0,29460.0,0.4359,0.3159,0.0888,0.0468,2.0,4.0,8.0,,,0.3333333333333333
233374,00374400,University of Richmond,University of Richmond,2018,3215.0,1,1,4,5,,,,0.196,12673.0,0.6872,,1100.0,12250.0,12250.0,1060.0,1060.0,1.0,,,0.526,0.474,0.3017,1401.0,32.0,0.9348,0.8718,,52610.0,52610.0,0.5869,0.0784,0.0824,0.0715,2.0,4.0,7.0,,(I-AA play not counted),0.36363636363636365
234085,00375300,Virginia Military Institute,Lexington,2018,1685.0,1,1,3,5,,,,0.1521,8081.0,1.0,,1000.0,9482.0,,2150.0,,1.0,,,0.1294,0.8706,0.513,1226.0,27.0,0.8892,0.7792,,18862.0,45706.0,0.7685,0.0641,0.0742,0.0445,2.0,8.0,5.0,,,0.6153846153846154
236939,00380000,Washington State University,Pullman,2018,25675.0,1,4,4,8,,,,0.323,9888.0,0.7935,,960.0,11398.0,11398.0,3542.0,3542.0,1.0,,,0.5261,0.4739,0.7719,1123.0,23.0,0.7935,0.5889,,11584.0,25820.0,0.6081,0.0322,0.1528,0.0606,2.0,11.0,2.0,,,0.8461538461538461
237525,00381500,Marshall University,Huntington,2018,8086.0,1,1,4,5,,,,0.4227,7651.0,0.7647,,1100.0,10454.0,9470.0,2287.0,3087.0,1.0,,,0.5704,0.4296,0.9062,1100.0,22.0,0.724,0.4591,,8128.0,18614.0,0.8427,0.0637,0.0219,0.0093,2.0,9.0,4.0,,,0.6923076923076923
238032,00382700,West Virginia University,Morgantown,2018,20499.0,1,3,4,5,,,,0.2416,10123.0,0.7611,,900.0,10918.0,8340.0,2620.0,2620.0,1.0,,,0.4812,0.5188,0.8161,1169.0,24.0,0.7587,0.5953,,8856.0,24950.0,0.7975,0.0413,0.0386,0.0154,2.0,8.0,4.0,,,0.6666666666666666
240444,00389500,University of Wisconsin-Madison,Madison,2018,30360.0,1,1,4,3,,,,0.1412,12350.0,0.8233,,1200.0,11114.0,11114.0,3156.0,3156.0,1.0,,,0.5136,0.4864,0.5173,1365.0,30.0,0.9541,0.8722,,10555.0,36805.0,0.7096,0.0197,0.0528,0.0642,2.0,8.0,5.0,,,0.6153846153846154
240727,00393200,University of Wyoming,Laramie,2018,9854.0,1,1,4,7,,,,0.2181,9846.0,0.9791,,1200.0,10320.0,10320.0,3040.0,3040.0,1.0,,,0.5062,0.4938,0.9603,1202.0,25.0,0.7806,0.567,,5400.0,17490.0,0.7181,0.0104,0.07,0.0107,2.0,6.0,6.0,,,0.5
243744,00130500,Stanford University,Stanford,2018,7083.0,1,1,4,8,,,,0.1606,20279.0,0.9853,,1455.0,15763.0,,3015.0,,1.0,,,0.5009,0.4991,0.0436,1497.0,34.0,0.9882,0.9438,,51354.0,51354.0,0.341,0.0649,0.1571,0.2191,2.0,9.0,4.0,,,0.6923076923076923
243780,00182500,Purdue University-Main Campus,West Lafayette,2018,33495.0,1,10,4,3,,,,0.1661,12418.0,0.9595,,1160.0,10030.0,8890.0,1640.0,1640.0,1.0,,,0.4236,0.5764,0.5798,1309.0,29.0,0.9154,0.8061,,9992.0,28794.0,0.6388,0.0287,0.0515,0.0853,2.0,6.0,7.0,,,0.46153846153846156
100663,00105200,University of Alabama at Birmingham,Birmingham,2019,13328.0,1,1,4,5,,,,0.3512,11049.0,0.7754,,1200.0,12307.0,12307.0,5555.0,5555.0,1.0,,,0.611,0.389,0.7366,1234.0,26.0,0.831,0.634,,8568.0,20400.0,0.5586,0.2414,0.0565,0.0678,2.0,11.0,2.0,,,0.8461538461538461
100858,00100900,Auburn University,Auburn,2019,24209.0,1,1,4,5,,,,0.1455,10738.0,0.8751,,1200.0,13600.0,13600.0,5904.0,5904.0,1.0,,,0.4829,0.5171,0.8067,1300.0,28.0,0.9136,0.7911,,11492.0,31124.0,0.8003,0.0504,0.0345,0.0247,2.0,9.0,4.0,,,0.6923076923076923
102094,00105700,University of South Alabama,Mobile,2019,9380.0,1,1,4,5,,,,0.4043,7251.0,0.6219,,1300.0,7800.0,9178.0,4916.0,4916.0,1.0,,,0.5971,0.4029,0.7869,1166.0,24.0,0.7411,0.4629,,8396.0,16292.0,0.6109,0.2213,0.0413,0.0317,2.0,2.0,10.0,,,0.16666666666666666
102368,00104700,Troy University,Troy,2019,12595.0,1,4,4,5,,,,0.4116,6657.0,0.4748,,1300.0,6804.0,7586.0,4766.0,6766.0,1.0,,,0.6275,0.3725,0.8757,1079.0,21.0,0.7509,0.4749,,8908.0,16708.0,0.526,0.3086,0.0398,0.0076,2.0,5.0,7.0,,,0.4166666666666667
104151,00108100,Arizona State University Campus Immersion,Tempe,2019,44038.0,1,13,4,6,,,,0.293,11736.0,0.7887,,1171.0,13164.0,9684.0,3430.0,4412.0,1.0,,,0.4475,0.5525,0.8647,1230.0,25.0,0.8844,0.6349,,11338.0,29428.0,0.4927,0.0383,0.2266,0.0853,2.0,4.0,8.0,,,0.3333333333333333
104151,00108100,Arizona State University Campus Immersion,Tempe,2019,44038.0,1,13,4,6,,,,0.293,11736.0,0.7887,,1171.0,13164.0,9684.0,3430.0,4412.0,1.0,,,0.4475,0.5525,0.8647,1230.0,25.0,0.8844,0.6349,,11338.0,29428.0,0.4927,0.0383,0.2266,0.0853,2.0,8.0,5.0,,,0.6153846153846154
106397,00110800,University of Arkansas,Fayetteville,2019,22766.0,1,1,4,5,,,,0.1938,10058.0,0.8514,,1100.0,11330.0,11330.0,4330.0,4330.0,1.0,,,0.5383,0.4617,0.7709,1253.0,27.0,0.842,0.6621,,9384.0,25872.0,0.7557,0.0398,0.093,0.0255,2.0,2.0,10.0,,,0.16666666666666666
106458,00109000,Arkansas State University,Jonesboro,2019,8159.0,1,1,4,5,,,,0.399,7216.0,0.7,,1250.0,9672.0,9108.0,4566.0,4566.0,1.0,,,0.5954,0.4046,0.7991,1188.0,24.0,0.7525,0.5302,,8900.0,15860.0,0.7397,0.134,0.037,0.0088,2.0,8.0,5.0,,,0.6153846153846154
110635,00131200,University of California-Berkeley,Berkeley,2019,31345.0,1,1,4,8,,,,0.2668,17759.0,0.6761,,870.0,19105.0,14771.0,5148.0,5359.0,1.0,,,0.5396,0.4604,0.1625,1449.0,33.0,0.9694,0.926,,14253.0,44007.0,0.2396,0.0191,0.1609,0.3553,2.0,8.0,5.0,,,0.6153846153846154
122409,00115100,San Diego State University,San Diego,2019,30347.0,1,2,4,8,,,,0.3295,11074.0,0.528,,1969.0,17752.0,13533.0,3291.0,3742.0,1.0,,,0.5515,0.4485,0.3413,1221.0,26.0,0.8904,0.7281,,7510.0,19390.0,0.3415,0.0409,0.321,0.1322,2.0,10.0,3.0,,,0.7692307692307693
122755,00115500,San Jose State University,San Jose,2019,27723.0,1,1,4,8,,,,0.4073,10698.0,0.4301,,2058.0,16946.0,16189.0,3209.0,3283.0,1.0,,,0.4972,0.5028,0.6357,1139.0,23.0,0.8674,0.6378,,7852.0,19732.0,0.1418,0.035,0.2915,0.3623,2.0,5.0,7.0,,,0.4166666666666667
123961,00132800,University of Southern California,Los Angeles,2019,19908.0,1,1,4,8,,,,0.2064,14970.0,0.622,,1200.0,15912.0,15912.0,2152.0,2152.0,1.0,,,0.5169,0.4831,0.1142,1453.0,33.0,0.9641,0.9151,,58195.0,58195.0,0.3749,0.0481,0.1567,0.2133,2.0,8.0,5.0,,,0.6153846153846154
126818,00135000,Colorado State University-Fort Collins,Fort Collins,2019,24373.0,1,1,4,7,,,,0.2322,10405.0,0.7086,,1200.0,12430.0,11799.0,1404.0,1404.0,1.0,,,0.5223,0.4777,0.8135,1204.0,26.0,0.8421,0.6962,,11901.0,30622.0,0.7047,0.0226,0.1496,0.0265,2.0,4.0,8.0,,,0.3333333333333333
127741,00134900,University of Northern Colorado,Greeley,2019,8448.0,1,1,4,7,,,,0.2897,7704.0,0.5871,,1200.0,11204.0,11204.0,3068.0,3068.0,1.0,,,0.6661,0.3339,0.9084,1096.0,23.0,0.7228,0.5222,,9987.0,22245.0,0.6275,0.0437,0.2354,0.0211,2.0,5.0,7.0,,,0.4166666666666667
127741,00134900,University of Northern Colorado,Greeley,2019,8448.0,1,1,4,7,,,,0.2897,7704.0,0.5871,,1200.0,11204.0,11204.0,3068.0,3068.0,1.0,,,0.6661,0.3339,0.9084,1096.0,23.0,0.7228,0.5222,,9987.0,22245.0,0.6275,0.0437,0.2354,0.0211,2.0,12.0,1.0,,(Div II play not counted),0.9230769230769231
127741,00134900,University of Northern Colorado,Greeley,2019,8448.0,1,1,4,7,,,,0.2897,7704.0,0.5871,,1200.0,11204.0,11204.0,3068.0,3068.0,1.0,,,0.6661,0.3339,0.9084,1096.0,23.0,0.7228,0.5222,,9987.0,22245.0,0.6275,0.0437,0.2354,0.0211,2.0,2.0,10.0,,(Div I-AA play not counted),0.16666666666666666
128328,00136900,United States Air Force Academy,USAF Academy,2019,4304.0,1,1,3,0,,,,,9380.0,0.9902,,,,,,,1.0,,,0.2758,0.7242,0.1108,1368.0,31.0,0.9394,0.8526,,,,0.6417,0.0655,0.1078,0.0583,2.0,11.0,2.0,,,0.8461538461538461
129020,00141700,University of Connecticut,Storrs,2019,18585.0,1,5,4,1,,,,0.2226,12608.0,0.6571,,950.0,13258.0,13258.0,2850.0,2850.0,1.0,,,0.5071,0.4929,0.4942,1312.0,29.0,0.9356,0.8444,,17226.0,39894.0,0.5477,0.0652,0.1193,0.1116,2.0,2.0,10.0,,,0.16666666666666666
130794,00142600,Yale University,New Haven,2019,6089.0,1,1,4,1,,,,0.1784,19332.0,0.717,,1050.0,16600.0,,3495.0,,1.0,,,0.5081,0.4919,0.0608,1517.0,34.0,0.9892,0.972,,55500.0,55500.0,0.404,0.076,0.1412,0.2005,2.0,9.0,1.0,,(I-AA play not counted),0.9
131496,00144500,Georgetown University,Washington,2019,7141.0,1,1,4,2,,,,0.1338,15798.0,0.4815,,1200.0,16466.0,,2556.0,,1.0,,,0.5611,0.4389,0.1436,1473.0,33.0,0.9679,0.9491,,56058.0,56058.0,0.5065,0.065,0.0993,0.1088,2.0,5.0,6.0,,(I-AA play not counted),0.45454545454545453
132903,00395400,University of Central Florida,Orlando,2019,58940.0,1,1,4,5,,,,0.3764,10697.0,0.9799,,1200.0,10010.0,10010.0,4970.0,4970.0,1.0,,,0.5466,0.4534,0.4436,1264.0,28.0,0.9148,0.7228,,6368.0,22467.0,0.4652,0.108,0.2848,0.0646,2.0,10.0,3.0,,,0.7692307692307693
133669,00148100,Florida Atlantic University,Boca Raton,2019,23423.0,1,1,4,5,,,,0.3879,9670.0,0.709,,1248.0,11950.0,11716.0,7382.0,8460.0,1.0,,,0.566,0.434,0.6328,1166.0,24.0,0.814,0.5014,,4879.0,17324.0,0.3956,0.2016,0.2785,0.0406,2.0,11.0,3.0,,,0.7857142857142857
133951,00963500,Florida International University,Miami,2019,41843.0,1,1,4,5,,,,0.4815,10701.0,0.98,,1350.0,11136.0,12584.0,4814.0,5702.0,1.0,,,0.5601,0.4399,0.5751,1198.0,26.0,0.8914,0.6259,,6565.0,18963.0,0.0878,0.1178,0.671,0.024,2.0,6.0,7.0,,,0.46153846153846156
134097,00148900,Florida State University,Tallahassee,2019,32881.0,1,1,4,5,,,,0.3088,10962.0,0.8548,,1000.0,10780.0,10780.0,5010.0,5010.0,1.0,,,0.5678,0.4322,0.3597,1284.0,28.0,0.9294,0.8308,,5656.0,18786.0,0.5979,0.0879,0.2169,0.0265,2.0,11.0,2.0,,,0.8461538461538461
134097,00148900,Florida State University,Tallahassee,2019,32881.0,1,1,4,5,,,,0.3088,10962.0,0.8548,,1000.0,10780.0,10780.0,5010.0,5010.0,1.0,,,0.5678,0.4322,0.3597,1284.0,28.0,0.9294,0.8308,,5656.0,18786.0,0.5979,0.0879,0.2169,0.0265,2.0,6.0,7.0,,,0.46153846153846156
134097,00148900,Florida State University,Tallahassee,2019,32881.0,1,1,4,5,,,,0.3088,10962.0,0.8548,,1000.0,10780.0,10780.0,5010.0,5010.0,1.0,,,0.5678,0.4322,0.3597,1284.0,28.0,0.9294,0.8308,,5656.0,18786.0,0.5979,0.0879,0.2169,0.0265,2.0,6.0,7.0,,,0.46153846153846156
137351,00153700,University of South Florida,Tampa,2019,31765.0,1,3,4,5,,,,0.3596,10284.0,0.7521,,1100.0,11836.0,9920.0,4100.0,4100.0,1.0,,,0.5494,0.4506,0.4763,1263.0,28.0,0.9137,0.7508,,6410.0,17324.0,0.4635,0.099,0.216,0.0727,2.0,4.0,8.0,,,0.3333333333333333
139931,00157200,Georgia Southern University,Statesboro,2019,21665.0,1,1,4,5,,,,0.3695,7122.0,0.8299,,1200.0,10030.0,8326.0,5804.0,5804.0,1.0,,,0.5575,0.4425,0.7377,1129.0,23.0,0.7845,0.4989,,6463.0,17518.0,0.5891,0.2551,0.072,0.0223,2.0,7.0,6.0,,,0.5384615384615384
139940,00157400,Georgia State University,Atlanta,2019,27256.0,1,2,4,5,,,,0.497,9224.0,0.7312,,2000.0,14958.0,11240.0,3481.0,4896.0,1.0,,,0.5897,0.4103,0.7615,1153.0,23.0,0.8213,0.5469,,9286.0,24517.0,0.2189,0.4082,0.1239,0.1487,2.0,12.0,2.0,,,0.8571428571428571
139940,00157400,Georgia State University,Atlanta,2019,27256.0,1,2,4,5,,,,0.497,9224.0,0.7312,,2000.0,14958.0,11240.0,3481.0,4896.0,1.0,,,0.5897,0.4103,0.7615,1153.0,23.0,0.8213,0.5469,,9286.0,24517.0,0.2189,0.4082,0.1239,0.1487,2.0,7.0,6.0,,,0.5384615384615384
139940,00157400,Georgia State University,Atlanta,2019,27256.0,1,2,4,5,,,,0.497,9224.0,0.7312,,2000.0,14958.0,11240.0,3481.0,4896.0,1.0,,,0.5897,0.4103,0.7615,1153.0,23.0,0.8213,0.5469,,9286.0,24517.0,0.2189,0.4082,0.1239,0.1487,2.0,3.0,9.0,,,0.25
141574,00161000,University of Hawaii at Manoa,Honolulu,2019,12255.0,1,1,4,8,,,,0.2855,12363.0,0.783,,1058.0,13366.0,13366.0,3213.0,3213.0,1.0,,,0.572,0.428,0.5847,1170.0,24.0,0.8107,0.6051,,12186.0,34218.0,0.1757,0.0151,0.1165,0.3781,2.0,10.0,5.0,,,0.6666666666666666
142115,00161600,Boise State University,Boise,2019,16896.0,1,1,4,7,,,,0.2302,8285.0,0.5771,,1200.0,11246.0,9760.0,3786.0,4318.0,1.0,,,0.564,0.436,0.7744,1136.0,23.0,0.7949,0.5099,,8068.0,24988.0,0.7362,0.0165,0.137,0.0254,2.0,12.0,2.0,,,0.8571428571428571
142285,00162600,University of Idaho,Moscow,2019,7227.0,1,1,4,7,,,,0.2865,9701.0,0.8743,,1130.0,9080.0,9080.0,3306.0,3306.0,1.0,,,0.4868,0.5132,0.7776,1137.0,24.0,0.7728,0.5612,,8304.0,27540.0,0.7548,0.0119,0.1092,0.0151,2.0,5.0,7.0,,(I-AA play not counted),0.4166666666666667
144050,00177400,University of Chicago,Chicago,2019,6800.0,1,1,4,3,,,,0.1135,18547.0,0.8195,,1800.0,17004.0,,2175.0,,5.0,,,0.4887,0.5113,0.0617,1528.0,34.0,0.9906,0.9473,,60552.0,60552.0,0.3743,0.0559,0.1432,0.1888,2.0,6.0,3.0,,(Division III play not counted),0.6666666666666666
145637,00177500,University of Illinois Urbana-Champaign,Champaign,2019,33080.0,1,1,4,3,,,,0.2325,12740.0,0.7408,,1200.0,11480.0,,2500.0,,1.0,,,0.4643,0.5357,0.5903,1342.0,29.0,0.9288,0.8513,,15122.0,32264.0,0.4309,0.0636,0.1295,0.1933,2.0,6.0,7.0,,,0.46153846153846156
147703,00173700,Northern Illinois University,Dekalb,2019,12107.0,1,1,4,3,,,,0.4403,8616.0,0.7328,,1400.0,10880.0,10880.0,2090.0,2090.0,1.0,,,0.5119,0.4881,0.4835,1070.0,22.0,0.7204,0.4863,,14610.0,14610.0,0.515,0.1745,0.1927,0.0576,2.0,5.0,7.0,,,0.4166666666666667
147767,00173900,Northwestern University,Evanston,2019,8530.0,1,1,4,3,,,,0.1767,17483.0,0.8322,,1638.0,17019.0,17019.0,3306.0,3306.0,1.0,,,0.5125,0.4875,0.0905,1506.0,34.0,0.9819,0.9376,,56691.0,56691.0,0.4416,0.0576,0.1247,0.1815,2.0,3.0,9.0,,,0.25
150136,00178600,Ball State University,Muncie,2019,15610.0,1,1,4,3,,,,0.3388,7585.0,0.8253,,1384.0,10870.0,10534.0,2688.0,2688.0,2.0,,,0.6006,0.3994,0.7671,,,0.7546,0.6603,,10020.0,26800.0,0.7766,0.0844,0.0602,0.0131,2.0,5.0,7.0,,,0.4166666666666667
151351,00180900,Indiana University-Bloomington,Bloomington,2019,32794.0,1,1,4,3,,,,0.188,10670.0,0.8764,,1110.0,10830.0,10830.0,2770.0,2770.0,1.0,,,0.4936,0.5064,0.7791,1274.0,28.0,0.9016,0.7892,,10947.0,36512.0,0.687,0.0451,0.0718,0.0649,2.0,8.0,5.0,,,0.6153846153846154
152080,00184000,University of Notre Dame,Notre Dame,2019,8689.0,1,2,4,3,,,,0.1057,14604.0,0.903,,1050.0,15640.0,15640.0,1950.0,1950.0,1.0,,,0.4788,0.5212,0.1583,1490.0,34.0,0.9778,0.9588,,55553.0,55553.0,0.6738,0.0363,0.1151,0.046,2.0,11.0,2.0,,,0.8461538461538461
153269,00186000,Drake University,Des Moines,2019,2902.0,1,1,4,4,,,,0.1871,9566.0,0.6694,,1100.0,10848.0,10848.0,3700.0,3700.0,1.0,,,0.5892,0.4108,0.6764,1285.0,28.0,0.8409,0.8123,,42840.0,42840.0,0.7578,0.0555,0.0693,0.0455,2.0,6.0,5.0,,(I-AA play not counted),0.5454545454545454
153384,00186800,Grinnell College,Grinnell,2019,1697.0,1,1,3,4,,,,0.1981,11518.0,0.8162,,900.0,13292.0,,2200.0,,1.0,,,0.5309,0.4691,0.2308,1457.0,33.0,0.9417,0.8865,,54354.0,54354.0,0.5056,0.046,0.0796,0.076,2.0,0.0,3.0,,"(Div III play not counted, canceled remainder of season due to injuries)",0.0
153603,00186900,Iowa State University,Ames,2019,27930.0,1,1,4,4,,,,0.2097,11329.0,0.8351,,1041.0,9149.0,9149.0,2430.0,2430.0,1.0,,,0.4264,0.5736,0.9205,1220.0,25.0,0.8717,0.7405,,9320.0,24508.0,0.7553,0.025,0.0631,0.0358,2.0,10.0,3.0,,,0.7692307692307693
153603,00186900,Iowa State University,Ames,2019,27930.0,1,1,4,4,,,,0.2097,11329.0,0.8351,,1041.0,9149.0,9149.0,2430.0,2430.0,1.0,,,0.4264,0.5736,0.9205,1220.0,25.0,0.8717,0.7405,,9320.0,24508.0,0.7553,0.025,0.0631,0.0358,2.0,7.0,6.0,,,0.5384615384615384
155399,00192800,Kansas State University,Manhattan,2019,16949.0,1,1,4,4,,,,0.2272,9289.0,0.9058,,924.0,9870.0,8098.0,4080.0,4080.0,2.0,,,0.4788,0.5212,0.9537,,,0.8576,0.6525,,10440.0,26316.0,0.7855,0.0307,0.0762,0.0174,2.0,4.0,8.0,,,0.3333333333333333
155399,00192800,Kansas State University,Manhattan,2019,16949.0,1,1,4,4,,,,0.2272,9289.0,0.9058,,924.0,9870.0,8098.0,4080.0,4080.0,2.0,,,0.4788,0.5212,0.9537,,,0.8576,0.6525,,10440.0,26316.0,0.7855,0.0307,0.0762,0.0174,2.0,3.0,9.0,,,0.25
155399,00192800,Kansas State University,Manhattan,2019,16949.0,1,1,4,4,,,,0.2272,9289.0,0.9058,,924.0,9870.0,8098.0,4080.0,4080.0,2.0,,,0.4788,0.5212,0.9537,,,0.8576,0.6525,,10440.0,26316.0,0.7855,0.0307,0.0762,0.0174,2.0,8.0,5.0,,,0.6153846153846154
155399,00192800,Kansas State University,Manhattan,2019,16949.0,1,1,4,4,,,,0.2272,9289.0,0.9058,,924.0,9870.0,8098.0,4080.0,4080.0,2.0,,,0.4788,0.5212,0.9537,,,0.8576,0.6525,,10440.0,26316.0,0.7855,0.0307,0.0762,0.0174,2.0,11.0,2.0,,,0.8461538461538461
155399,00192800,Kansas State University,Manhattan,2019,16949.0,1,1,4,4,,,,0.2272,9289.0,0.9058,,924.0,9870.0,8098.0,4080.0,4080.0,2.0,,,0.4788,0.5212,0.9537,,,0.8576,0.6525,,10440.0,26316.0,0.7855,0.0307,0.0762,0.0174,2.0,5.0,6.0,,(Div II play not counted),0.45454545454545453
157289,00199900,University of Louisville,Louisville,2019,14303.0,1,1,4,5,,,,0.2933,8758.0,0.5488,,1200.0,9452.0,8530.0,6318.0,7420.0,1.0,,,0.5321,0.4679,0.6928,1226.0,26.0,0.8011,0.5861,,11928.0,27954.0,0.7033,0.1207,0.0555,0.0424,2.0,8.0,5.0,,,0.6153846153846154
157951,00200200,Western Kentucky University,Bowling Green,2019,13139.0,1,1,4,5,,,,0.292,7713.0,0.6639,,1000.0,8432.0,8432.0,2035.0,4080.0,1.0,,,0.5893,0.4107,0.9726,1150.0,23.0,0.7287,0.4829,,10802.0,26496.0,0.7854,0.0913,0.0388,0.0185,2.0,8.0,5.0,,,0.6153846153846154
157951,00200200,Western Kentucky University,Bowling Green,2019,13139.0,1,1,4,5,,,,0.292,7713.0,0.6639,,1000.0,8432.0,8432.0,2035.0,4080.0,1.0,,,0.5893,0.4107,0.9726,1150.0,23.0,0.7287,0.4829,,10802.0,26496.0,0.7854,0.0913,0.0388,0.0185,2.0,9.0,4.0,,,0.6923076923076923
159391,00201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,2019,23706.0,1,1,4,5,,,,0.2241,10187.0,0.9099,,1038.0,12276.0,14510.0,7686.0,7686.0,1.0,,,0.5279,0.4721,0.7458,1242.0,26.0,0.8317,0.6812,,11962.0,28639.0,0.69,0.1325,0.0718,0.047,2.0,15.0,0.0,,,1.0
159647,00200800,Louisiana Tech University,Ruston,2019,8141.0,1,1,4,5,,,,0.2346,7894.0,0.7433,,1242.0,7155.0,8874.0,3759.0,5031.0,1.0,,,0.4497,0.5503,0.6409,1218.0,25.0,0.796,0.5976,,10185.0,19098.0,0.7148,0.1242,0.0415,0.0145,2.0,8.0,3.0,,(Div III play not counted),0.7272727272727273
159647,00200800,Louisiana Tech University,Ruston,2019,8141.0,1,1,4,5,,,,0.2346,7894.0,0.7433,,1242.0,7155.0,8874.0,3759.0,5031.0,1.0,,,0.4497,0.5503,0.6409,1218.0,25.0,0.796,0.5976,,10185.0,19098.0,0.7148,0.1242,0.0415,0.0145,2.0,5.0,7.0,,,0.4166666666666667
159647,00200800,Louisiana Tech University,Ruston,2019,8141.0,1,1,4,5,,,,0.2346,7894.0,0.7433,,1242.0,7155.0,8874.0,3759.0,5031.0,1.0,,,0.4497,0.5503,0.6409,1218.0,25.0,0.796,0.5976,,10185.0,19098.0,0.7148,0.1242,0.0415,0.0145,2.0,10.0,3.0,,,0.7692307692307693
