UNITID,OPEID,INSTNM,CITY,Year,UGDS,MAIN,NUMBRANCH,HIGHDEG,REGION,LOCALE,LOCALE2,CCSIZSET,PCTPELL,AVGFACSAL,PFTFAC,PRGMOFR,BOOKSUPPLY,ROOMBOARD_ON,ROOMBOARD_OFF,OTHEREXPENSE_ON,OTHEREXPENSE_OFF,ADMCON7,MDCOST_ALL,MDEARN_ALL,UGDS_WOMEN,UGDS_MEN,ADM_RATE,SAT_AVG,ACTCMMID,RET_FT4,C150_4,MD_EARN_WNE_P10,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS_WHITE,UGDS_BLACK,UGDS_HISP,UGDS_ASIAN,OPENADMP,won,lost,tied,notes,win_percentage
102368,00104700,Troy University,Troy,2003,5633.0,1,2,4,5,,,,,4765.0,0.3388,,840.0,4580.0,4680.0,3085.0,3190.0,1.0,,,0.4727,0.5273,0.7511,970.0,21.0,,0.5417,,3842.0,7372.0,,,,,2.0,6.0,6.0,,,0.5
104151,00108100,Arizona State University Campus Immersion,Tempe,2003,37336.0,1,3,4,6,,,,,7600.0,0.8492,,823.0,6453.0,6453.0,3657.0,3657.0,1.0,,,0.5171,0.4829,0.884,1085.0,23.0,,0.52,,3595.0,12115.0,,,,,2.0,2.0,10.0,,,0.16666666666666666
104151,00108100,Arizona State University Campus Immersion,Tempe,2003,37336.0,1,3,4,6,,,,,7600.0,0.8492,,823.0,6453.0,6453.0,3657.0,3657.0,1.0,,,0.5171,0.4829,0.884,1085.0,23.0,,0.52,,3595.0,12115.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
106397,00110800,University of Arkansas,Fayetteville,2003,12720.0,1,1,4,5,,,,,6775.0,0.9206,,851.0,5087.0,5087.0,2342.0,2342.0,1.0,,,0.4914,0.5086,0.8488,1152.0,25.0,,0.4828,,4768.0,11518.0,,,,,2.0,9.0,4.0,,,0.6923076923076923
106458,00109000,Arkansas State University,Jonesboro,2003,9000.0,1,4,4,5,,,,,5189.0,0.7264,,1000.0,4155.0,11190.0,2880.0,2880.0,1.0,,,0.5898,0.4102,0.6603,1010.0,22.0,,0.377,,4810.0,10720.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
110635,00131200,University of California-Berkeley,Berkeley,2003,23205.0,1,1,4,8,,,,,10697.0,0.7773,,1158.0,11212.0,8524.0,1838.0,2490.0,1.0,,,0.5404,0.4596,0.2389,1315.0,,,0.8542,,5858.0,20068.0,,,,,2.0,8.0,6.0,,,0.5714285714285714
122409,00115100,San Diego State University,San Diego,2003,26861.0,1,2,4,8,,,,,7492.0,0.5771,,1224.0,8787.0,8385.0,2875.0,3173.0,1.0,,,0.5813,0.4187,0.5398,1060.0,,,0.4398,,2488.0,10948.0,,,,,2.0,6.0,6.0,,,0.5
122755,00115500,San Jose State University,San Jose,2003,21396.0,1,1,4,8,,,,,7799.0,0.475,,1224.0,8465.0,8856.0,2448.0,3185.0,1.0,,,0.5083,0.4917,0.7187,980.0,,,0.3936,,2563.0,11023.0,,,,,2.0,3.0,8.0,,,0.2727272727272727
123961,00132800,University of Southern California,Los Angeles,2003,16240.0,1,1,4,8,,,,,9205.0,0.6194,,644.0,8632.0,9004.0,2214.0,2214.0,1.0,,,0.506,0.494,0.299,1326.0,29.0,,0.8059,,28692.0,28692.0,,,,,2.0,12.0,1.0,,,0.9230769230769231
126818,00135000,Colorado State University-Fort Collins,Fort Collins,2003,20722.0,1,1,4,7,,,,,7214.0,0.7371,,900.0,5902.0,6045.0,2000.0,2000.0,1.0,,,0.512,0.488,0.8116,1110.0,24.0,,0.621,,3745.0,14216.0,,,,,2.0,7.0,6.0,,,0.5384615384615384
127741,00134900,University of Northern Colorado,Greeley,2003,9901.0,1,1,4,7,,,,,5960.0,0.7509,,892.0,5782.0,5782.0,2725.0,2725.0,1.0,,,0.6129,0.3871,0.7139,1049.0,23.0,,0.4709,,3242.0,12368.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
127741,00134900,University of Northern Colorado,Greeley,2003,9901.0,1,1,4,7,,,,,5960.0,0.7509,,892.0,5782.0,5782.0,2725.0,2725.0,1.0,,,0.6129,0.3871,0.7139,1049.0,23.0,,0.4709,,3242.0,12368.0,,,,,2.0,6.0,5.0,,(Div II play not counted),0.5454545454545454
127741,00134900,University of Northern Colorado,Greeley,2003,9901.0,1,1,4,7,,,,,5960.0,0.7509,,892.0,5782.0,5782.0,2725.0,2725.0,1.0,,,0.6129,0.3871,0.7139,1049.0,23.0,,0.4709,,3242.0,12368.0,,,,,2.0,9.0,2.0,,(Div II play not counted),0.8181818181818182
128328,00136900,United States Air Force Academy,USAF Academy,2003,4149.0,1,1,3,0,,,,,6938.0,1.0,,0.0,0.0,0.0,0.0,0.0,1.0,,,0.1784,0.8216,0.1491,1295.0,,,0.8146,,0.0,0.0,,,,,2.0,7.0,5.0,,,0.5833333333333334
129020,00141700,University of Connecticut,Storrs,2003,14757.0,1,4,4,1,,,,,8795.0,0.9767,,725.0,6888.0,6888.0,2425.0,2425.0,1.0,,,0.5247,0.4753,0.5796,1165.0,,,0.6948,,6800.0,17584.0,,,,,2.0,9.0,3.0,,,0.75
130794,00142600,Yale University,New Haven,2003,5287.0,1,1,4,1,,,,,10745.0,0.7766,,2520.0,8600.0,8600.0,2200.0,2200.0,1.0,,,0.4993,0.5007,0.1299,1465.0,,,0.9602,,28400.0,28400.0,,,,,2.0,6.0,4.0,,(I-AA play not counted),0.6
131496,00144500,Georgetown University,Washington,2003,6268.0,1,1,4,2,,,,,9072.0,0.7069,,940.0,10033.0,10033.0,1515.0,1515.0,1.0,,,0.5375,0.4625,0.2273,1375.0,,,0.9304,,28209.0,28209.0,,,,,2.0,4.0,8.0,,(I-AA play not counted),0.3333333333333333
132903,00395400,University of Central Florida,Orlando,2003,34064.0,1,1,4,5,,,,,6418.0,0.9488,,800.0,7191.0,7191.0,3423.0,3423.0,1.0,,,0.5498,0.4502,0.5985,1140.0,,,0.535,,3013.0,14041.0,,,,,2.0,3.0,9.0,,,0.25
134097,00148900,Florida State University,Tallahassee,2003,29129.0,1,1,4,5,,,,,7285.0,0.7621,,746.0,6772.0,6772.0,1932.0,1932.0,1.0,,,0.5657,0.4343,0.6447,1138.0,25.0,,0.6286,,2714.0,13742.0,,,,,2.0,8.0,5.0,,,0.6153846153846154
134097,00148900,Florida State University,Tallahassee,2003,29129.0,1,1,4,5,,,,,7285.0,0.7621,,746.0,6772.0,6772.0,1932.0,1932.0,1.0,,,0.5657,0.4343,0.6447,1138.0,25.0,,0.6286,,2714.0,13742.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
134097,00148900,Florida State University,Tallahassee,2003,29129.0,1,1,4,5,,,,,7285.0,0.7621,,746.0,6772.0,6772.0,1932.0,1932.0,1.0,,,0.5657,0.4343,0.6447,1138.0,25.0,,0.6286,,2714.0,13742.0,,,,,2.0,11.0,2.0,,,0.8461538461538461
137351,00153700,University of South Florida,Tampa,2003,31166.0,1,2,4,5,,,,,6332.0,0.853,,800.0,6450.0,5875.0,3600.0,3600.0,1.0,,,0.5941,0.4059,0.6176,1072.0,23.0,,0.4917,,2982.0,14011.0,,,,,2.0,7.0,4.0,,,0.6363636363636364
139940,00157400,Georgia State University,Atlanta,2003,19116.0,1,1,4,5,,,,,6825.0,0.9487,,1320.0,7948.0,8190.0,2978.0,3890.0,1.0,,,0.6144,0.3856,0.4921,1064.0,22.0,,0.3211,,3920.0,13544.0,,,,,2.0,11.0,3.0,,,0.7857142857142857
139940,00157400,Georgia State University,Atlanta,2003,19116.0,1,1,4,5,,,,,6825.0,0.9487,,1320.0,7948.0,8190.0,2978.0,3890.0,1.0,,,0.6144,0.3856,0.4921,1064.0,22.0,,0.3211,,3920.0,13544.0,,,,,2.0,7.0,6.0,,,0.5384615384615384
141574,00161000,University of Hawaii at Manoa,Honolulu,2003,13069.0,1,1,4,8,,,,,7302.0,0.7415,,1017.0,6043.0,7474.0,1409.0,1409.0,1.0,,,0.5573,0.4427,0.7278,1074.0,23.0,,0.54,,3464.0,9944.0,,,,,2.0,9.0,5.0,,,0.6428571428571429
142115,00161600,Boise State University,Boise,2003,15396.0,1,1,4,7,,,,,5383.0,0.5606,,974.0,4406.0,4406.0,3532.0,3532.0,1.0,,,0.5429,0.4571,0.8452,1049.0,23.0,,0.3403,,3251.0,9971.0,,,,,2.0,13.0,1.0,,,0.9285714285714286
142285,00162600,University of Idaho,Moscow,2003,9047.0,1,1,4,7,,,,,6108.0,0.8407,,1248.0,4868.0,4868.0,3186.0,3186.0,1.0,,,0.4508,0.5492,0.8059,1087.0,23.0,,0.5316,,3348.0,10740.0,,,,,2.0,3.0,9.0,,,0.25
144050,00177400,University of Chicago,Chicago,2003,4325.0,1,1,4,3,,,,,10826.0,0.8088,,850.0,9165.0,7500.0,1472.0,1472.0,1.0,,,0.5068,0.4932,0.3962,1377.0,30.0,,0.8709,,29238.0,29238.0,,,,,2.0,2.0,7.0,,(Division III play not counted),0.2222222222222222
145637,00177500,University of Illinois Urbana-Champaign,Champaign,2003,28230.0,1,1,4,3,,,,,8237.0,0.8856,,782.0,6618.0,6618.0,2476.0,2476.0,1.0,,,0.4715,0.5285,0.6016,1245.0,28.0,,0.8072,,7010.0,18046.0,,,,,2.0,1.0,11.0,,,0.08333333333333333
147703,00173700,Northern Illinois University,Dekalb,2003,18266.0,1,1,4,3,,,,,6071.0,0.7869,,900.0,4950.0,5498.0,2028.0,2028.0,1.0,,,0.5267,0.4733,0.6909,1050.0,23.0,,0.5286,,5853.0,9810.0,,,,,2.0,10.0,2.0,,,0.8333333333333334
147767,00173900,Northwestern University,Evanston,2003,8228.0,1,1,4,3,,,,,11426.0,0.8424,,1326.0,8967.0,8967.0,2076.0,2550.0,1.0,,,0.5315,0.4685,0.3291,1379.0,31.0,,0.9312,,28524.0,28524.0,,,,,2.0,6.0,7.0,,,0.46153846153846156
150136,00178600,Ball State University,Muncie,2003,17660.0,1,1,4,3,,,,,5732.0,0.7684,,860.0,5980.0,5980.0,2130.0,2130.0,1.0,,,0.5313,0.4687,0.7608,1030.0,,,0.4935,,5930.0,14348.0,,,,,2.0,4.0,8.0,,,0.3333333333333333
151351,00180900,Indiana University-Bloomington,Bloomington,2003,29768.0,1,1,4,3,,,,,8158.0,0.8414,,740.0,7000.0,7000.0,2950.0,2950.0,1.0,,,0.5236,0.4764,0.8113,1112.0,25.0,,0.7157,,6517.0,17552.0,,,,,2.0,2.0,10.0,,,0.16666666666666666
152080,00184000,University of Notre Dame,Notre Dame,2003,8303.0,1,1,4,3,,,,,9738.0,0.7203,,850.0,6930.0,6930.0,1400.0,1400.0,1.0,,,0.4654,0.5346,0.2914,1376.0,32.0,,0.9459,,27612.0,27612.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
152390,00183600,Saint Mary's College,Notre Dame,2003,1444.0,1,1,3,3,,,,,6044.0,0.9832,,1000.0,7289.0,4500.0,1575.0,2000.0,1.0,,,1.0,0.0,0.8166,1122.0,25.0,,0.7976,,21974.0,21974.0,,,,,2.0,1.0,11.0,,(I-AA play not counted),0.08333333333333333
153269,00186000,Drake University,Des Moines,2003,2632.0,1,1,4,4,,,,,6471.0,1.0,,700.0,5700.0,5700.0,2125.0,2125.0,1.0,,,0.5802,0.4198,0.834,1169.0,26.0,,0.6997,,19420.0,19420.0,,,,,2.0,6.0,6.0,,(I-AA play not counted),0.5
153384,00186800,Grinnell College,Grinnell,2003,1524.0,1,1,3,4,,,,,7287.0,0.8732,,400.0,6570.0,6570.0,400.0,400.0,1.0,,,0.5499,0.4501,0.6318,1319.0,29.0,,0.8523,,24490.0,24490.0,,,,,2.0,3.0,7.0,,(Div III play not counted),0.3
153603,00186900,Iowa State University,Ames,2003,21813.0,1,1,4,4,,,,,7521.0,0.853,,820.0,5740.0,6957.0,2865.0,3822.0,1.0,,,0.4369,0.5631,0.8983,1136.0,25.0,,0.6573,,4342.0,13684.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
153603,00186900,Iowa State University,Ames,2003,21813.0,1,1,4,4,,,,,7521.0,0.853,,820.0,5740.0,6957.0,2865.0,3822.0,1.0,,,0.4369,0.5631,0.8983,1136.0,25.0,,0.6573,,4342.0,13684.0,,,,,2.0,2.0,10.0,,,0.16666666666666666
155399,00192800,Kansas State University,Manhattan,2003,18867.0,1,1,4,4,,,,,6543.0,0.8719,,718.0,5370.0,5000.0,3526.0,3526.0,1.0,,,0.4826,0.5174,0.5956,1030.0,22.0,,0.5616,,4060.0,11950.0,,,,,2.0,9.0,5.0,,,0.6428571428571429
155399,00192800,Kansas State University,Manhattan,2003,18867.0,1,1,4,4,,,,,6543.0,0.8719,,718.0,5370.0,5000.0,3526.0,3526.0,1.0,,,0.4826,0.5174,0.5956,1030.0,22.0,,0.5616,,4060.0,11950.0,,,,,2.0,6.0,7.0,,,0.46153846153846156
155399,00192800,Kansas State University,Manhattan,2003,18867.0,1,1,4,4,,,,,6543.0,0.8719,,718.0,5370.0,5000.0,3526.0,3526.0,1.0,,,0.4826,0.5174,0.5956,1030.0,22.0,,0.5616,,4060.0,11950.0,,,,,2.0,11.0,4.0,,,0.7333333333333333
155399,00192800,Kansas State University,Manhattan,2003,18867.0,1,1,4,4,,,,,6543.0,0.8719,,718.0,5370.0,5000.0,3526.0,3526.0,1.0,,,0.4826,0.5174,0.5956,1030.0,22.0,,0.5616,,4060.0,11950.0,,,,,2.0,3.0,9.0,,,0.25
155399,00192800,Kansas State University,Manhattan,2003,18867.0,1,1,4,4,,,,,6543.0,0.8719,,718.0,5370.0,5000.0,3526.0,3526.0,1.0,,,0.4826,0.5174,0.5956,1030.0,22.0,,0.5616,,4060.0,11950.0,,,,,2.0,5.0,6.0,,(Div II play not counted),0.45454545454545453
157289,00199900,University of Louisville,Louisville,2003,13460.0,1,1,4,5,,,,,7271.0,0.6234,,700.0,6672.0,6672.0,4824.0,4824.0,1.0,,,0.5291,0.4709,0.7682,1070.0,23.0,,0.347,,4450.0,12166.0,,,,,2.0,9.0,4.0,,,0.6923076923076923
157951,00200200,Western Kentucky University,Bowling Green,2003,15048.0,1,1,4,5,,,,,5667.0,0.5608,,600.0,4620.0,4620.0,1600.0,3356.0,1.0,,,0.5888,0.4112,0.93,972.0,21.0,,0.415,,3650.0,8498.0,,,,,2.0,4.0,8.0,,,0.3333333333333333
159391,00201000,Louisiana State University and Agricultural & Mechanical College,Baton Rouge,2003,25484.0,1,1,4,5,,,,,6930.0,0.8424,,1000.0,5216.0,7626.0,2364.0,2802.0,1.0,,,0.523,0.477,0.7684,1125.0,25.0,,0.5748,,3910.0,9210.0,,,,,2.0,13.0,1.0,,,0.9285714285714286
159647,00200800,Louisiana Tech University,Ruston,2003,9543.0,1,1,4,5,,,,,5707.0,0.8056,,900.0,3675.0,7020.0,2364.0,2808.0,2.0,,,0.4814,0.5186,0.9167,1010.0,22.0,,0.4881,,3581.0,8606.0,,,,,2.0,7.0,3.0,,(Div III play not counted),0.7
159647,00200800,Louisiana Tech University,Ruston,2003,9543.0,1,1,4,5,,,,,5707.0,0.8056,,900.0,3675.0,7020.0,2364.0,2808.0,2.0,,,0.4814,0.5186,0.9167,1010.0,22.0,,0.4881,,3581.0,8606.0,,,,,2.0,1.0,11.0,,,0.08333333333333333
159647,00200800,Louisiana Tech University,Ruston,2003,9543.0,1,1,4,5,,,,,5707.0,0.8056,,900.0,3675.0,7020.0,2364.0,2808.0,2.0,,,0.4814,0.5186,0.9167,1010.0,22.0,,0.4881,,3581.0,8606.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
159647,00200800,Louisiana Tech University,Ruston,2003,9543.0,1,1,4,5,,,,,5707.0,0.8056,,900.0,3675.0,7020.0,2364.0,2808.0,2.0,,,0.4814,0.5186,0.9167,1010.0,22.0,,0.4881,,3581.0,8606.0,,,,,2.0,8.0,5.0,,,0.6153846153846154
160658,00203100,University of Louisiana at Lafayette,Lafayette,2003,14075.0,1,1,4,5,,,,,5934.0,0.811,,1000.0,3861.0,6390.0,2364.0,2802.0,1.0,,,0.5674,0.4326,0.8703,970.0,21.0,,0.2981,,2700.0,8960.0,,,,,2.0,5.0,6.0,,(I-AA play not counted),0.45454545454545453
160755,00202900,Tulane University of Louisiana,New Orleans,2003,7830.0,1,1,4,5,,,,,6993.0,0.9355,,800.0,7892.0,7892.0,800.0,800.0,1.0,,,0.5261,0.4739,0.5528,1330.0,,,0.7379,,29810.0,29810.0,,,,,2.0,4.0,8.0,,,0.3333333333333333
160755,00202900,Tulane University of Louisiana,New Orleans,2003,7830.0,1,1,4,5,,,,,6993.0,0.9355,,800.0,7892.0,7892.0,800.0,800.0,1.0,,,0.5261,0.4739,0.5528,1330.0,,,0.7379,,29810.0,29810.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
163286,00210300,University of Maryland-College Park,College Park,2003,24898.0,1,1,4,2,,,,,8966.0,0.7511,,886.0,7668.0,7668.0,2646.0,2646.0,1.0,,,0.492,0.508,0.4267,1270.0,,,0.7071,,6759.0,17433.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
164924,00212800,Boston College,Chestnut Hill,2003,8967.0,1,1,4,1,,,,,9453.0,0.5969,,650.0,9300.0,7450.0,1000.0,1000.0,1.0,,,0.5212,0.4788,0.3075,1315.0,,,0.8937,,27080.0,27080.0,,,,,2.0,8.0,5.0,,,0.6153846153846154
166027,00215500,Harvard University,Cambridge,2003,7000.0,1,1,4,1,,,,,13114.0,0.7457,,950.0,8868.0,8868.0,1572.0,1572.0,1.0,,,0.4783,0.5217,0.0998,1488.0,33.0,,0.9781,,29060.0,29060.0,,,,,2.0,7.0,3.0,,(I-AA play not counted),0.7
166124,00214100,College of the Holy Cross,Worcester,2003,2748.0,1,1,3,1,,,,,6857.0,0.8129,,400.0,8440.0,7800.0,900.0,900.0,1.0,,,0.5357,0.4643,0.4232,1280.0,,,0.9008,,28011.0,28011.0,,,,,2.0,1.0,11.0,,(I-AA play not counted),0.08333333333333333
166124,00214100,College of the Holy Cross,Worcester,2003,2748.0,1,1,3,1,,,,,6857.0,0.8129,,400.0,8440.0,7800.0,900.0,900.0,1.0,,,0.5357,0.4643,0.4232,1280.0,,,0.9008,,28011.0,28011.0,,,,,2.0,6.0,6.0,,(I-AA play not counted),0.5
169248,00224300,Central Michigan University,Mount Pleasant,2003,19367.0,1,1,4,3,,,,,6351.0,0.522,,750.0,5924.0,5924.0,1628.0,1628.0,1.0,,,0.5865,0.4135,0.7035,1010.0,22.0,,0.523,,5218.0,12148.0,,,,,2.0,3.0,9.0,,,0.25
169248,00224300,Central Michigan University,Mount Pleasant,2003,19367.0,1,1,4,3,,,,,6351.0,0.522,,750.0,5924.0,5924.0,1628.0,1628.0,1.0,,,0.5865,0.4135,0.7035,1010.0,22.0,,0.523,,5218.0,12148.0,,,,,2.0,8.0,2.0,,(Div III play not counted),0.8
169798,00225900,Eastern Michigan University,Ypsilanti,2003,19232.0,1,1,4,3,,,,,6401.0,0.6096,,900.0,5850.0,5393.0,2700.0,3100.0,1.0,,,0.6069,0.3931,0.7422,978.0,21.0,,0.3768,,5812.0,15544.0,,,,,2.0,3.0,9.0,,,0.25
169798,00225900,Eastern Michigan University,Ypsilanti,2003,19232.0,1,1,4,3,,,,,6401.0,0.6096,,900.0,5850.0,5393.0,2700.0,3100.0,1.0,,,0.6069,0.3931,0.7422,978.0,21.0,,0.3768,,5812.0,15544.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
171100,00229000,Michigan State University,East Lansing,2003,34617.0,1,1,4,3,,,,,8343.0,0.8726,,810.0,5272.0,5272.0,1382.0,1382.0,1.0,,,0.5357,0.4643,0.7084,1129.0,25.0,,0.6949,,6633.0,16663.0,,,,,2.0,8.0,5.0,,,0.6153846153846154
172699,00233000,Western Michigan University,Kalamazoo,2003,23143.0,1,1,4,3,,,,,6696.0,0.9757,,834.0,6496.0,5288.0,2450.0,3314.0,1.0,,,0.5135,0.4865,0.8227,1050.0,23.0,,0.5612,,5535.0,13048.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
174066,00396900,University of Minnesota-Twin Cities,Minneapolis,2003,28747.0,1,1,4,4,,,,,8784.0,0.8412,,730.0,6044.0,6614.0,1742.0,1742.0,1.0,,,0.5238,0.4762,0.7601,1145.0,25.0,,0.544,,7116.0,18746.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
176080,00242300,Mississippi State University,Mississippi State,2003,12839.0,1,1,4,5,,,,,6303.0,0.8231,,750.0,5265.0,5265.0,1995.0,1995.0,1.0,,,0.4742,0.5258,0.7518,1085.0,24.0,,0.5749,,3874.0,8780.0,,,,,2.0,2.0,10.0,,,0.16666666666666666
176372,00244100,University of Southern Mississippi,Hattiesburg,2003,12371.0,1,1,4,5,,,,,5765.0,0.7985,,800.0,4420.0,5800.0,2770.0,3270.0,1.0,,,0.6017,0.3983,0.616,972.0,21.0,,0.4642,,3874.0,8752.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
176372,00244100,University of Southern Mississippi,Hattiesburg,2003,12371.0,1,1,4,5,,,,,5765.0,0.7985,,800.0,4420.0,5800.0,2770.0,3270.0,1.0,,,0.6017,0.3983,0.616,972.0,21.0,,0.4642,,3874.0,8752.0,,,,,2.0,9.0,4.0,,,0.6923076923076923
178396,00251600,University of Missouri-Columbia,Columbia,2003,20027.0,1,1,4,4,,,,,6690.0,0.661,,880.0,5770.0,5770.0,2550.0,2550.0,1.0,,,0.5157,0.4843,0.8087,1165.0,26.0,,0.6646,,6150.0,14968.0,,,,,2.0,4.0,6.0,,(I-AA play not counted),0.4
178396,00251600,University of Missouri-Columbia,Columbia,2003,20027.0,1,1,4,4,,,,,6690.0,0.661,,880.0,5770.0,5770.0,2550.0,2550.0,1.0,,,0.5157,0.4843,0.8087,1165.0,26.0,,0.6646,,6150.0,14968.0,,,,,2.0,8.0,5.0,,,0.6153846153846154
180461,00253200,Montana State University,Bozeman,2003,10562.0,1,1,4,7,,,,,5940.0,0.6772,,890.0,5520.0,5370.0,2420.0,2420.0,1.0,,,0.4594,0.5406,0.8487,1081.0,23.0,,0.4431,,4145.0,12707.0,,,,,2.0,9.0,3.0,,(I-AA play not counted),0.75
180461,00253200,Montana State University,Bozeman,2003,10562.0,1,1,4,7,,,,,5940.0,0.6772,,890.0,5520.0,5370.0,2420.0,2420.0,1.0,,,0.4594,0.5406,0.8487,1081.0,23.0,,0.4431,,4145.0,12707.0,,,,,2.0,7.0,5.0,,(I-AA play not counted),0.5833333333333334
181464,00256500,University of Nebraska-Lincoln,Lincoln,2003,17708.0,1,1,4,4,,,,,7660.0,0.7669,,772.0,5204.0,5204.0,2490.0,2490.0,1.0,,,0.4753,0.5247,0.7829,1114.0,24.0,,0.5947,,4771.0,12353.0,,,,,2.0,10.0,3.0,,,0.7692307692307693
182281,00256900,University of Nevada-Las Vegas,Las Vegas,2003,19621.0,1,1,4,8,,,,,7566.0,0.5003,,850.0,8940.0,7870.0,2410.0,3380.0,2.0,,,0.5595,0.4405,0.8211,1016.0,22.0,,0.3783,,2826.0,11313.0,,,,,2.0,6.0,6.0,,,0.5
182290,00256800,University of Nevada-Reno,Reno,2003,11606.0,1,2,4,8,,,,,7231.0,0.9423,,1000.0,6990.0,8235.0,4895.0,6095.0,1.0,,,0.5501,0.4499,0.9025,1052.0,23.0,,0.4833,,2830.0,11317.0,,,,,2.0,6.0,6.0,,,0.5
182670,00257300,Dartmouth College,Hanover,2003,4006.0,1,1,4,1,,,,,8755.0,0.8094,,1035.0,8625.0,8625.0,1264.0,1264.0,1.0,,,0.491,0.509,0.1818,1430.0,,,0.9478,,28965.0,28965.0,,,,,2.0,5.0,5.0,,(I-AA play not counted),0.5
186131,00262700,Princeton University,Princeton,2003,4676.0,1,1,4,2,,,,,11862.0,0.786,,940.0,8109.0,8109.0,2581.0,2581.0,1.0,,,0.4805,0.5195,0.1018,1465.0,,,0.9655,,28540.0,28540.0,,,,,2.0,2.0,8.0,,(I-AA play not counted),0.2
186380,00262900,Rutgers University-New Brunswick,New Brunswick,2003,26860.0,1,3,4,2,,,,,9137.0,0.6413,,775.0,8027.0,11399.0,2018.0,3156.0,1.0,,,0.5239,0.4761,0.544,1190.0,,,0.723,,7927.0,14441.0,,,,,2.0,5.0,7.0,,,0.4166666666666667
188030,00265700,New Mexico State University-Main Campus,Las Cruces,2003,11968.0,1,5,4,6,,,,,6200.0,0.8419,,760.0,5856.0,5856.0,2916.0,2916.0,1.0,,,0.5496,0.4504,0.8417,970.0,21.0,,0.4274,,3372.0,11250.0,,,,,2.0,8.0,5.0,,,0.6153846153846154
188030,00265700,New Mexico State University-Main Campus,Las Cruces,2003,11968.0,1,5,4,6,,,,,6200.0,0.8419,,760.0,5856.0,5856.0,2916.0,2916.0,1.0,,,0.5496,0.4504,0.8417,970.0,21.0,,0.4274,,3372.0,11250.0,,,,,2.0,3.0,9.0,,,0.25
190099,00270100,Colgate University,Hamilton,2003,2768.0,1,1,4,2,,,,,8392.0,1.0,,810.0,7155.0,7155.0,915.0,915.0,1.0,,,0.5014,0.4986,0.3132,1349.0,30.0,,0.8861,,29940.0,29940.0,,,,,2.0,12.0,0.0,,(I-AA play not counted),1.0
190415,00271100,Cornell University,Ithaca,2003,13616.0,1,1,4,2,,,,,9761.0,0.9079,,640.0,9580.0,9529.0,1300.0,1300.0,1.0,,,0.4952,0.5048,0.3099,1367.0,30.0,,0.9193,,28754.0,28754.0,,,,,2.0,1.0,9.0,,(I-AA play not counted),0.1
191241,00272200,Fordham University,Bronx,2003,7244.0,1,2,4,2,,,,,8676.0,1.0,,660.0,9700.0,9700.0,2050.0,1865.0,1.0,,,0.5943,0.4057,0.5361,1183.0,26.0,,0.7875,,24720.0,24720.0,,,,,2.0,9.0,3.0,,(I-AA play not counted),0.75
196088,00283700,University at Buffalo,Buffalo,2003,17389.0,1,1,4,2,,,,,8316.0,0.59,,772.0,7666.0,7574.0,1446.0,1446.0,1.0,,,0.4519,0.5481,0.6241,1136.0,26.0,,0.5709,,5861.0,11811.0,,,,,2.0,1.0,11.0,,,0.08333333333333333
196413,00288200,Syracuse University,Syracuse,2003,11676.0,1,1,4,2,,,,,7723.0,0.637,,1300.0,9890.0,9590.0,1480.0,1480.0,1.0,,,0.5682,0.4318,0.6164,1225.0,,,0.8099,,25142.0,25142.0,,,,,2.0,6.0,6.0,,,0.5
198385,00291800,Davidson College,Davidson,2003,1704.0,1,1,3,5,,,,,7600.0,0.8833,,1000.0,7371.0,7371.0,1526.0,1526.0,1.0,,,0.4988,0.5012,0.3181,1341.0,29.0,,0.8979,,25903.0,25903.0,,,,,2.0,3.0,8.0,,(I-AA play not counted),0.2727272727272727
198419,00292000,Duke University,Durham,2003,6086.0,1,1,4,5,,,,,9854.0,0.4317,,910.0,8210.0,5500.0,1610.0,3200.0,1.0,,,0.4855,0.5145,0.2316,1420.0,32.0,,0.9358,,29345.0,29345.0,,,,,2.0,4.0,8.0,,,0.3333333333333333
198464,00292300,East Carolina University,Greenville,2003,16835.0,1,1,4,5,,,,,5917.0,0.9692,,800.0,6440.0,6440.0,2400.0,2400.0,1.0,,,0.5927,0.4073,0.7703,1035.0,,,0.5378,,3131.0,13270.0,,,,,2.0,1.0,11.0,,,0.08333333333333333
199193,00297200,North Carolina State University at Raleigh,Raleigh,2003,20314.0,1,1,4,5,,,,,7573.0,0.9587,,800.0,5918.0,6434.0,1500.0,1800.0,1.0,,,0.4164,0.5836,0.5946,1195.0,,,0.6281,,3970.0,15818.0,,,,,2.0,2.0,10.0,,,0.16666666666666666
